donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
ai-setup,skills/find-skills/SKILL.md,a987a8d9d19abfb7f9888fdb121a464da507db186b8ebdda4fbe5b0bad94c207,2371,md,markdown,documentation,authoritative-or-review-required,CAL-ROOT,
ai-setup,skills/llm-provider/SKILL.md,128f1ee58f8a5fac48444f99413879d320913fca7c3c6635f81c3fc4aa3529ea,10853,md,markdown,documentation,authoritative-or-review-required,CAL-ROOT,
ai-setup,skills/save-learning/SKILL.md,f8af7becc6a36e68b1eebc7b28163ed98f9b8300f9a7ac3f929ccdd4c4c560d9,2513,md,markdown,documentation,authoritative-or-review-required,CAL-ROOT,
ai-setup,skills/scoring-checks/SKILL.md,e688c365e068e3ec55e8f57e019dc12ca111b61e1727303223c563ad2172b760,12109,md,markdown,documentation,authoritative-or-review-required,CAL-ROOT,
ai-setup,skills/setup-caliber/SKILL.md,0d5a028b72e48a24c3b8f540f6e575077c2e8868d658ae739e5ab56ba8420fc8,7834,md,markdown,documentation,authoritative-or-review-required,CAL-ROOT;CAL-MULTI,
ai-setup,skills/writers-pattern/SKILL.md,10c37c9707a3ac870aab9b4070d57e10bbfc2fa1ba82378c6ba983451d968168,14919,md,markdown,documentation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/__tests__/claude-integration.test.ts,fba45afeab4cada65949399f135807cf5e9305773c2bcc38a18f69ed8ccf6cfa,12044,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/__tests__/cli.test.ts,bef1b9c2f2e4e581558590a30fe3fc9e5105186b14f56f24f3135188eef91833,1138,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/__tests__/windows-hide-regression.test.ts,c3e02fbb51e24d62c2f9b9051ed2648eefb89e6ca5c0961938fcdb44a44670ee,5476,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/__tests__/detect.test.ts,211936f5f424b44f5d019590542fa8bd71f691e124b7d8177747fd4dcb8733d6,3144,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/__tests__/generate-timeout.test.ts,672e6bbe63bf16833892d0accb83bcdc53b5b0823eef84dae50d1ca5684dda60,26013,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/__tests__/generate.test.ts,0f17d9c4e5b3133d2754f1dbfbf27de8ba8be999f74f738f24be71ba86bfc74a,16896,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/__tests__/learn.test.ts,77a9759c07cd1cebebdc7a05cc6a2f277658b4a3b2b9c5487fa0af53c655eda7,10624,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/__tests__/refresh.test.ts,035ffdfc7e4ada3a2d152761de6166774ce001ab89a5d7aae694205e1964ed7b,9308,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/__tests__/score-refine.test.ts,7a81507abb25f41f42506061963c25198026e243e8f94031bce9afdc687a5975,17802,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/__tests__/stream-error.test.ts,df05fd93e16235c4e12008b8863d1bcc4bf010444a3f8dd3b99fe30a85b9460d,5653,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/__tests__/stream-parser.test.ts,88e01f081d8bef6936d710d2113647c84dea5a30fc7d08ff1ed67bf02a39a1a2,5812,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/detect.ts,cee06cf1b25b7b226f6a3059bfb105bc07a421be122f12adb9bca52a91cc267e,1497,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/generate.ts,18636b6d23a2ec29c8b0bf820a0d3f1044f3305d9e9201ffc6b88f785c06bb6c,34030,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/index.ts,0efe229ec7022fa30fdbd5542346ba229e0f29686413405deb0911ed33904d13,249,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/learn.ts,a2d476514f35ec21f47eb0dea4df833f725f23d9e85624cca8ff9f347ee58ce8,6808,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/prompts.ts,bda580ba6b0eb1858a845c898166479fac11a6f206cb7073321cf3d86de22a0a,39010,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/refine.ts,cc744ac18e39235989efe3f9030569c49cafffe6ca6c393c3a2a6e8891b2b1dc,3285,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/ai/refresh.ts,778523308236304c694de67ce8e85c4d2d7ac4d66b9272fcc384cad0ba3d987c,8177,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-REFRESH,
ai-setup,src/ai/score-refine.ts,813589ad92e816d6103d528dc6b5a808f5249bcbf83e3bef7526d6650e357a25,20307,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-SCORE,
ai-setup,src/ai/stream-parser.ts,7f267323deb85024e6bbdc160cbf7a634c3565c4daa6fcd5a3066d351cc0a1d0,3447,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/bin.ts,367419c7e5ebd6c3ca3d27934181fd7085cba4cef1e3701abd49c38bb41a22db,1667,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/cli.ts,83f517dc8b3253bbe94c54fa933d519e30861fc8815fb71e2c06781d91b51a16,10918,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/__tests__/ensure-permissions.test.ts,394edccc3fe73251fe11052be433da75dbb532b8a38b2c9bc4c086023f29bfbc,3844,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/__tests__/init-helpers.test.ts,de30f23675faeec3a38262df77aa10d98e7ecdbd74c750811cef54cf64e73047,7720,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/__tests__/insights.test.ts,3c531e1d27685046f39d63d9f3224ee7e9f798ec31b12f386388cdd360e44e33,8620,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/__tests__/interactive-provider-setup.test.ts,a237eaba16e8bfc6cda0ec00f2fac2278cbc25af56e917a116fc5bde3319270d,7586,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-MULTI,
ai-setup,src/commands/__tests__/learn-eviction-notice.test.ts,2692762394113346124650945a654963ed94d8bc219358d7a16281848fbc5e30,1422,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/__tests__/learn-finalize-cascade.test.ts,e8e9beeb7d0fd83268b5b773df6f09425e1ea2e05adc6997e56c49663b754072,2930,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/__tests__/recommend.test.ts,57b4ed57f1dfac7f606eead679741411ec8a6ab3006c6527a58886b292fccc74,7311,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/__tests__/refresh.test.ts,3949c1c664d0f46cdb36fbcac0c71d76e6758937c87c196476c7fa413c1e2acd,4612,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/__tests__/score-compare.test.ts,65344f44ec6531957e50d649abeda34cfef82d3cd51836910b26da14f3ca854d,5046,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/__tests__/skill-install.test.ts,993b94eb7879192d41f1095f07f11c2e417e4c3d44dd3bef0ae59d2eb08aed87,11428,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/__tests__/spawned-session-guard.test.ts,912cb40341677788264f88b50792f7deb427b7be3af5547c350e1b51cae7e337,5262,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/bootstrap.ts,cb68c75eba66445d5fc8351c2d729480690b8923103f4d534d8d23e47ecd82f9,1604,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/config.ts,48b8c877b79f02c1b4e2c0009d78cc3456931eca1e446e6ca6ba938c250cc8cb,2436,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/hooks.ts,6d58b15a41f050c3df412d40ecf9aca30d61643bd75cdb9e6cf594b6e842d723,6822,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-HOOKS,
ai-setup,src/commands/init-display.ts,108a9fffcbf646ad712827d062b7b721548b557e2cebc916b85456f3b42f4fd4,10005,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/init-helpers.ts,488f187cbb468817eeebc1800c07b51e547c7d65b920d42aad2e6de21e829909,7234,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/init-prompts.ts,f9bad40e6ff5b590c111978a123e48eb243e62bf1ad5fc3f015acb65d6ef0468,7065,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/init.ts,40b96ab6dbbc823270641183801e7b011b093e5dfad0a029b4a46e4fdaed41ce,42116,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/insights.ts,d7b8829ca4b6960588b354d9f2af90f318aaea30daee8384cad4da7fa9c4e731,9050,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/interactive-provider-setup.ts,5a0dfee98f12aaaf2a7be1835a6400a6bbeb7fd3b2e2cc9653a32113fb4e647f,9725,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-MULTI,
ai-setup,src/commands/learn.ts,4d501b25b88e75dc6177f52de8e47ae423b05915b3a70358ac433bd28bc8f0ad,27567,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-LEARN,
ai-setup,src/commands/publish.ts,a0b3391d94fa2927a74992b0124df13988cb6b520752c9fd1c7ec1b84605ca01,2883,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/recommend.ts,39b936174be9fdcb598207e5284bf7b504641fb8aed113b29e8e738ed86fc521,33870,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/refresh.ts,90ea1bdf650cd802362a070d033a7f18006277e29eab43ff17de08ec3f3d7103,20009,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-REFRESH,
ai-setup,src/commands/regenerate.ts,3f2fb82c8ebb0ff555a7aa7e8166bbbd41d78ea29b2a7a8db4e18e92c32adaa6,7040,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-REFRESH,
ai-setup,src/commands/score.ts,507c8bad8a3fe92ab4ece78aa9f29c4bfcedc4f1d2f0f425743c1456af863af5,5730,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-SCORE,
ai-setup,src/commands/setup-files.ts,87d09ffcaf31782832582ab28189ece09a2961efd45b3589cf17575d72480658,5246,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-MULTI,
ai-setup,src/commands/sources.ts,5f8dfd467277e969dc42c838cac79b874a9c478be037279085c7dbbd1b21ebe5,4118,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-SOURCES,
ai-setup,src/commands/status.ts,9d963fd928e5b8a6f28f1d9acc30280e588b482561529ad071bc901d606fddbc,1527,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/commands/undo.ts,ee709d25ea4dab2a37d5f2b8939ba2a043fd6b95ebf1f3da711b93f885a4558c,1051,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-REFRESH,
ai-setup,src/commands/uninstall.ts,cda54c9f44cb0f34f5d83588ec7276eeed1fae856a759e6eef07cc21afacfb08,7006,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/constants.ts,32a9b74045df92fb4c1737f1386945724fbaebcd7af6e212140c8a6d42b72f2e,1605,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/fingerprint/__tests__/cache.test.ts,14a0d529f4a3312819bc63c8ee4c949b4b2013c33de29cbce4981c689453c32b,4484,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/__tests__/code-analysis-secrets.test.ts,73fb833de71f81413ca44a10be6b6e58dff6bff9bbd663ff199083782e04a065,2411,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/__tests__/existing-config.test.ts,72be9e264ba90ed11ba8552e8a81dc454ef148411d918d2f6983c9db5f845dec,4017,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/__tests__/file-tree.test.ts,a272a16cafd5ee8b1bddb991114200264d7dea5879b91604458466b37c8e27d3,4975,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/__tests__/index.test.ts,84807eeb589f66937a25e859c41b805aa192ccdb59539864bf35b28d8ef6593e,3880,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/__tests__/large-file-filter.test.ts,8439fd743cb48efe6cd3124e3a3f49f49c05cd16c3d7a029da15253b91cfb192,8889,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/__tests__/large-file-scan.test.ts,99b4f0e01ae9f10c367194a4cad328da4ed4af4eaa494f451a0a68ab2dc90b8b,12067,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/__tests__/large-file-warn.test.ts,f092f9c0975d44c8c3966d12cae8d223bb0cdda99a0019f5e17fb50667f88bc8,3628,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/__tests__/sources.test.ts,75446f6c31c4985da4e16f66d15b2f74fec5b03ab34975a43e8d8b1c75f23251,8472,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP;CAL-SOURCES,
ai-setup,src/fingerprint/cache.ts,a875f79b2d05dabc2a9ad5992ce1a5e03e902bc2babac8e49c4d7330c801c209,3490,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/code-analysis.ts,51759c7e96d9a1f6604827ef37618837579eb1e84c5968356b976a0339edfdcc,18486,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/existing-config.ts,e0a9eeea6c96a91be9388ed8ca1b2aed8a9daccd70b0ba996c8a397cb11fa715,7340,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/file-tree.ts,6117168dd3388f621276bbcbff3d3675b7fa91a77c2421bb3d4f694ea4fa248c,4095,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/git.ts,f51f17eea3e6c371e5be808ffa99ae2459750938d7b99dd40dde6090fae1313f,789,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/index.ts,6534a6390a1afcbaf9b803f78467d79ed8f418c92216852e91f62b10f8547de5,3318,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/large-file-filter.ts,52a052a652360a75de8c6d0518ca0b07475b3bfeb6a7d5e5f1091a3717cfdd2f,2529,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/large-file-scan.ts,de3b28b616846ecf85e5f60ee1c1a01a383c6680ecb30046b4d402e717ded50b,5353,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/large-file-warn.ts,239459468ac632b771c084a8543b951166225606dc6bffd95ec97801f19a5448,2056,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP,
ai-setup,src/fingerprint/sources.ts,cc9d2821bf712c2cd4fbaec8a82e8d666e646c799e7f76a88136ce046d9beb13,10357,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-FP;CAL-SOURCES,
ai-setup,src/learner/__tests__/attribution.test.ts,6ef1f67d0bedce7c0c44e023b035ab4b5ef601186c60520743eebda54d6bd551,8080,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-LEARN,
ai-setup,src/learner/__tests__/roi.test.ts,e22b8b5a27e28b577771c68b99505dadd78ddf9ee41f4d76e36f30a2d2c33ee1,9983,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-LEARN,
ai-setup,src/learner/__tests__/storage.test.ts,23a8dab53eef4d9f072d4f9f519a050da0b2eedb968c3bf343877340486633c6,4813,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-LEARN,
ai-setup,src/learner/__tests__/utils.test.ts,adc27d7f972cc95f2dd58f24266eeb7f8adaf889fb0b0c358bdda75090050b3d,3508,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-LEARN,
ai-setup,src/learner/__tests__/writer.test.ts,73851fd2e63d22bc081aa4fa748a7beed8d2def7942ae6f7146012cb35a7dc76,15108,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-LEARN,
ai-setup,src/learner/attribution.ts,0e5afd93b584f3bbe69d975097656742405b02eb628688a9e8cc887a0a4f22f2,4835,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-LEARN,
ai-setup,src/learner/roi.ts,8bc60c1f7ebd4d49595d47e265dada4ccb80c67196926ef792690c751b7afa66,7489,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-LEARN,
ai-setup,src/learner/stdin.ts,89f5135f18bfd3c691885b4aaed5f4c5321c266c05dd37f65adc8b966ccba89b,750,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-LEARN,
ai-setup,src/learner/storage.ts,d248f7f24ab903a1530fce627353f67649d651697420b0624e07a0b941f6bd53,6259,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-LEARN,
ai-setup,src/learner/utils.ts,e32cdd40a53b2a2b78dd1f78c69889b097d7343cce5217b6f1fa4e3707f7cea1,1120,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-LEARN,
ai-setup,src/learner/writer.ts,8b8b4148f6e398fa1962cbad486862aca170f5f34f14c9ff6da971419342a82e,9968,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-LEARN,
ai-setup,src/lib/__tests__/builtin-skills.test.ts,e91a19ba752ac87fed70cfed83a3037b152a8e65a148ff94f8196c81e33b2e40,2314,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/__tests__/caliber-hooks-shell.test.ts,a73843a470f7397e2c6bd1858ad483429356efadc61d870c9758513829fdbff1,6649,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-HOOKS,
ai-setup,src/lib/__tests__/config-discovery.test.ts,cec3b41dae99324f1236cfdf8e6e21c6c023eb37b3758355e4b134c247cc44a3,6395,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/__tests__/git-diff-scope.test.ts,d98d7e208a0cc1b9482ea7e7e27b8574eb84c605e2079179359cdef5e5e7239f,4090,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/__tests__/git-diff.test.ts,238be2145192914d39849578ca65265238b9bd7747e9de4418675451d69be3d8,2856,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/__tests__/hooks-autostage.test.ts,e6f89c1f5c33e6e734bf93a325acedc1ef85eecc5650f14775674526e490be1e,3418,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-HOOKS,
ai-setup,src/lib/__tests__/hooks.test.ts,25110535289c9703bab62d1009a03dd42ee5891ba4b69cd6ec218c12857351ac,39180,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-HOOKS,
ai-setup,src/lib/__tests__/lock.test.ts,996e3306ac828b70ec527a55abe7c702ff4884a6fc058a1a470cd0e5115d6bf8,3726,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/__tests__/notifications.test.ts,f1eafa7e8adb5e4fbb8bff46a3d0544180fc2d425c19d877ddaaf0eabf13c27c,3395,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/__tests__/resolve-caliber.test.ts,34e0015b98e40b16b5147eb34ba334e6a9aaa6162e6d15ea257ef8f0a7d30160,16866,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/__tests__/sanitize.test.ts,55ea8abafddf9ace1e09443bd031d9fdf9e45f44643f1063e2a5351a9e13fd75,6742,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/__tests__/subprocess-sentinel.test.ts,5f08463ef2770f6e7c2754f574bdeba029ace7c6deb6fb4b3b0e62d85d1c0a40,5743,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/__tests__/terminal.test.ts,0b6aef00dc8f1730fe8b4108a3b0b27048a665d8b14e454f33efc860a340e901,1422,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/builtin-skills.ts,665912de13d962fa74f603a882a94afd3ca519815006c405f349ac8c9c0fdbb3,15086,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/config-discovery.ts,4ea2a996ee945f9d28a41fa1faf833db58627ba5856405a3264cbc2c2c2d5845,2122,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/debug-report.ts,f95ccbe4db0e96c9c00837f13301c9480fe08624b4ffee8a2d4db5038a2c1701,2780,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/git-diff.ts,43ceaa0e652e03b686060b7ad5c81239934df5a8dccba05f54cdce10d7d34606,4726,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT,
ai-setup,src/lib/hooks.ts,49750bb8e6f62074be8eec682e40bac0428bbc4b17117124118825ea18736815,23926,ts,typescript,implementation,authoritative-or-review-required,CAL-ROOT;CAL-HOOKS,
